"formula","term_of_interest","id_var","beta_full","se_full","n_obs","n_subjects","AIC","BIC","logLik","sigma","R2_marginal","R2_conditional","ICC","RMSE","dfbetas_threshold","likelihood_threshold","aic_threshold"
"TAU ~ VISCODEnum_z * METSIR_capped + AGE_z + PTGENDER + DIAGNOSIS_bl + APOE4 + PTEDUCAT_z + BMI_capped +(VISCODEnum_z | RID)","METSIR_capped","RID",-15.7251652620872,12.5090099010195,1779,877,20021.3872950837,20103.6443953986,-9995.69364754183,26.1609972832237,0.196730225717841,0.963730731671594,0.954847960810155,17.5489060843191,0.0675352013453174,19.6751375726825,-2
