"formula","term_of_interest","id_var","beta_full","se_full","n_obs","n_subjects","AIC","BIC","logLik","sigma","R2_marginal","R2_conditional","ICC","RMSE","dfbetas_threshold","likelihood_threshold","aic_threshold"
"ABETA_capped ~ VISCODEnum_z * GSK3B_capped + AGE_z + PTGENDER + DIAGNOSIS_bl + APOE4 + PTEDUCAT_z + BMI_capped +(VISCODEnum_z | RID)","GSK3B_capped","RID",-55.9898834260071,17.9124534752799,757,296,10091.3227519143,10160.7632007158,-5030.66137595714,100.837431277247,0.347108655268865,0.93079746700631,0.894006049318684,78.3447406486821,0.116247638743819,19.6751375726825,-2
