"formula","term_of_interest","id_var","beta_full","se_full","n_obs","n_subjects","AIC","BIC","logLik","sigma","R2_marginal","R2_conditional","ICC","RMSE","dfbetas_threshold","likelihood_threshold","aic_threshold"
"PTAU_capped ~ VISCODEnum_z * GSK3B_capped + AGE_z + PTGENDER + DIAGNOSIS_bl + APOE4 + PTEDUCAT_z + BMI_capped +(VISCODEnum_z | RID)","GSK3B_capped","RID",-4.39409369202208,0.755282855739403,757,296,4920.01518331773,4989.45563211929,-2445.00759165887,2.5260741429057,0.262652969568388,0.97155634123561,0.961424325873069,1.78934006668893,0.116247638743819,19.6751375726825,-2
