"formula","term_of_interest","id_var","beta_full","se_full","n_obs","n_subjects","AIC","BIC","logLik","sigma","R2_marginal","R2_conditional","ICC","RMSE","dfbetas_threshold","likelihood_threshold","aic_threshold"
"TAU_capped ~ VISCODEnum_z * GSK3B_capped + AGE_z + PTGENDER + DIAGNOSIS_bl + APOE4 + PTEDUCAT_z + BMI_capped +(VISCODEnum_z | RID)","GSK3B_capped","RID",-40.7093542922354,6.93430695698858,757,296,8428.15467415191,8497.59512295347,-4199.07733707595,28.6116453546112,0.261239805762285,0.957214408040918,0.942084600262971,20.9779726653331,0.116247638743819,19.6751375726825,-2
