"formula","term_of_interest","id_var","beta_full","se_full","n_obs","n_subjects","AIC","BIC","logLik","sigma","R2_marginal","R2_conditional","ICC","RMSE","dfbetas_threshold","likelihood_threshold","aic_threshold"
"PTAU_clean ~ VISCODEnum_z * METSIR_capped + AGE_z + PTGENDER + DIAGNOSIS_bl + APOE4 + PTEDUCAT_z + BMI_capped +(VISCODEnum_z | RID)","METSIR_capped","RID",-2.11216111135471,1.38763754882758,1779,877,12001.3367739861,12083.5938743011,-5985.66838699306,2.51960944494779,0.204395258030284,0.972369874468888,0.965271542421043,1.64262716546515,0.0675352013453174,19.6751375726825,-2
